267,671,735,0,0,0,840.351117093325,1013.74059798353,473.254688302187,813.639969519689,991.710643282606,738.545868582311
269.886326463489,651.229510742111,738.92122788705,0,0,0,850.27298288779,1003.63121993293,485.159316984901,817.308551959355,975.861029707133,720.896000163979
273.056432111831,633.451167530292,742.542959136055,0,0,0,859.44158299395,994.75023475046,496.562569012198,820.504901005322,961.309777090975,705.310272079559
276.492567920735,617.564242283476,745.8583938556,0,0,0,867.797229203004,986.961400717042,507.352691443897,823.165065964527,947.956487037944,691.684558891046
280.177295196455,603.471068802021,748.86223764866,0,0,0,875.300518140997,980.141115557192,517.456708320924,825.244285055638,935.710286020619,679.916946644312
284.093476400388,591.076969752388,751.550569793073,0,0,0,881.928605860468,974.177996553749,526.831813653676,826.713991804235,924.489441464521,669.907801874341
288.224267458778,580.290186426487,753.920718110731,0,0,0,887.672107497355,968.972301415573,535.458590865756,827.559230333055,914.220886980403,661.559863514812
292.553111499371,571.021811159905,755.971140393295,0,0,0,892.532523798462,964.435229042715,543.335698843057,827.776438429155,904.839674748559,654.778349228115
297.063733956903,563.185722293262,757.701312252265,0,0,0,896.520107179946,960.488136568732,550.475711778244,827.371554634789,896.2883728634,649.471067230171
301.740138989263,556.69852156093,759.111621261216,0,0,0,899.65209205536,957.061705050481,556.901856336813,826.358406680524,888.516424623722,645.548524997104
306.566607146221,551.479473791346,760.203267258025,0,0,0,901.951225896617,954.095081542788,562.645442585583,824.75734166325,881.479485498762,642.924027230323
311.52769423255,547.45044880316,760.978168674897,0,0,0,903.444548114602,951.535020515766,567.743830108532,822.594062383817,875.138751981109,641.5137569657
316.608231307446,544.535865381448,761.438874764029,0,0,0,904.162373092205,949.335042981586,572.238807082172,819.898638535782,869.460294889854,641.236835535787
321.793325762066,542.662637218225,761.588483586699,0,0,0,904.137441549523,947.454627505708,576.175288640061,816.704665596306,864.414408011018,642.01535901388
327.068363417083,541.760120701498,761.430565633641,0,0,0,903.404210972595,945.858443595993,579.600262948331,813.048548111156,859.974981324734,643.774410588516
332.419011582103,541.760064437094,760.969092944481,0,0,0,901.998261248391,944.515634829227,582.561930370213,808.968887499584,856.118906510101,646.442049884137
337.831223018809,542.596560387487,760.208373594086,0,0,0,899.955796086991,943.399156475691,585.108994072415,804.505957509995,852.825520958155,649.949281461953
343.291240749695,544.20599651188,759.152991413629,0,0,0,897.313224435527,942.485170275488,587.29007035665,799.70125305022,850.076095165854,654.230005565209
348.785603654265,546.527010791754,757.807750814195,0,0,0,894.106809038868,941.752497346391,589.153194617015,794.597100332877,847.853367125421,659.220954624421
354.301152794536,549.500446526139,756.177626580733,0,0,0,890.372371700409,941.182128897777,590.745404686286,789.23631816094,846.141126156493,664.861619156276
359.825038411734,553.069308780826,754.267718504203,0,0,0,886.145046744285,940.756793426114,592.11238786045,783.661921777333,844.923847545858,671.094166541296
365.344727536034,557.178721875771,752.0832107197,0,0,0,881.459075761609,940.460578317327,593.298181392629,777.916862059215,844.186378356407,677.863355824941
370.848012151199,561.77588779491,749.629335618403,0,0,0,876.347638006272,940.278603230767,594.3449189548,772.043793993018,843.913673842037,685.116451226957
376.323017855999,566.810045402634,746.911342201152,0,0,0,870.842711845965,940.196742247167,595.292617647406,766.084869356015,844.090583061543,692.80313652758
381.75821296426,572.23243035115,743.934468741475,0,0,0,864.974963516091,940.201391495368,596.179001717293,760.081549385209,844.701681527853,700.875431976889
387.142417985414,577.996235562971,740.703919625892,0,0,0,858.773660104289,940.279278803539,597.039360315439,754.074433960793,845.731148067561,709.287614881477
392.464815427407,584.056572172759,737.224846239301,0,0,0,852.266604240623,940.417311829503,597.906437457103,748.103104491032,847.162682507857,717.996144583961
397.714959863826,590.37043081277,733.502331763273,0,0,0,845.480088406579,940.602461096081,598.810352892844,742.205978275343,848.979460361478,726.959592178038
