458,737,607,0,0,0,766.770500215025,816.63761853101,1054.73077133456,1016.61054489908,616.730897555814,677.729296991063,951.25022996055,908.799757922503
450.339451387347,709.297803367398,600.436363988553,0,0,0,766.411525227679,825.07481927011,1036.44986744382,990.387043701868,626.530190704347,697.066647642685,937.753582550619,886.577661682683
444.042665749348,683.463846244371,594.333861392192,0,0,0,767.568902070351,833.283749881581,1019.44781070741,966.475064533432,637.302383743095,715.090285709333,925.34650140111,866.64084790878
439.036379574091,659.423732907192,588.659372896755,0,0,0,769.969774477337,841.109422138042,1003.58441492229,944.759266413515,648.732818800603,731.755339297012,913.883195192475,848.864469779774
435.249370674718,637.104783942409,583.381553020483,0,0,0,773.371752212519,848.430934285043,988.732544252246,925.127483610767,660.563134197273,747.044066566394,903.234095461295,833.127029973373
432.612404048002,616.436063535461,578.470739321011,0,0,0,777.562524259354,855.15621936716,974.777902380333,907.470814174894,672.584749195086,760.959213913318,893.285354568316,819.310712914511
431.058180988569,597.348402913301,573.898865459305,0,0,0,782.358497851737,861.217416743481,961.618654342417,891.683697640498,684.632032678704,773.518997770102,883.938141154838,807.301689362025
430.521291322173,579.774420007938,569.639378046646,0,0,0,787.602785522304,866.566858399747,949.164911747021,877.663977486496,696.575734828597,784.753290318883,875.10778552201,796.990378842131
430.938168621366,563.648535407866,565.667157200799,0,0,0,793.16281169331,871.173627266729,937.338111575464,865.312944789355,708.316991807825,794.70070081479,866.722822153834,788.271658408746
432.247048266962,548.9069846643,561.958440737489,0,0,0,798.927750987523,875.020628646029,926.070316836133,854.535360571384,719.782033859732,803.406326540539,858.723970024272,781.045009865716
434.387928218672,535.487827019169,558.490751923298,0,0,0,804.805953248151,878.102110994252,915.303464501583,845.239455527074,730.917617555129,810.920007523161,851.063084264264,775.214601544956
437.302532358264,523.330950621805,555.242830716121,0,0,0,810.72246094335,880.421573931776,904.988582808369,837.33690701356,741.687142324018,817.294962822622,843.702105855038,770.689304621364
440.934276268651,512.37807430126,552.194568419287,0,0,0,816.616685251929,881.99000631911,895.084996485335,830.742794322175,752.067382551877,822.586717929098,836.61202967668,767.382647435293
445.228235312271,502.572745961206,549.326945675486,0,0,0,822.440277523958,882.824403665086,885.559535047578,825.375534227149,762.045756817293,826.852255905595,829.771905708574,765.212714145751
450.131114872126,493.860337664345,546.62197372661,0,0,0,828.155211709606,882.946520873256,876.385756120646,821.156799576519,771.618056846883,830.149341800958,823.167883545958,764.101996111206
455.591222618877,486.188037473278,544.062638865638,0,0,0,833.732079086359,882.381822780916,867.543192944267,818.011424215716,780.786565136929,832.535982270337,816.792306663448,763.977205646926
461.558442667358,479.504838114759,541.632850006693,0,0,0,839.148587543634,881.158600798882,859.016632794494,815.867297807813,789.558498759586,834.069991516815,810.642859960294,764.76906227909
467.984211485879,473.761522534299,539.317389299383,0,0,0,844.388252375709,879.307229105193,850.795431065033,814.655254150237,797.944725848414,834.808641495672,804.72177196863,766.412061409386
